policy_id,policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported
POL115508,NY,500,732.04,64,OTHER,Masters,Sales,camping,2024-08-26,Single Vehicle Collision,Rear,Minor Damage,,IL,South Craigtown,7,4,3,1,Yes,5319.34,5173.78,N
POL105496,TX,200,687.48,65,MALE,Masters,Sales,chess,2024-12-11,Multi-vehicle Collision,Unknown,Total Loss,Police,NY,Carrieburgh,20,2,3,4,Yes,5763.63,9390.37,Y
POL107769,FL,500,1252.85,22,OTHER,College,Engineer,movies,2025-05-08,Multi-vehicle Collision,Side,Total Loss,,NC,Ronaldview,7,2,4,0,No,6100.7,5607.08,Y
POL113535,NY,500,803.08,18,OTHER,College,Sales,reading,2024-06-05,Single Vehicle Collision,Unknown,Total Loss,,TX,Scottview,4,1,4,1,No,4547.82,4131.84,Y
POL121234,NY,700,808.47,68,OTHER,High School,Clerk,chess,2024-01-09,Vehicle Theft,Side,Major Damage,Ambulance,MI,Davisberg,7,1,0,0,No,6712.99,11834.03,N
POL110566,OH,600,609.03,69,OTHER,High School,Teacher,movies,2024-07-27,Parked Car,Front,Total Loss,Ambulance,IL,Ruthfurt,8,3,4,0,No,8176.13,14428.25,Y
POL123396,OH,500,1293.79,38,FEMALE,College,Manager,reading,2025-08-31,Single Vehicle Collision,Unknown,Minor Damage,Fire,FL,Lopezbury,3,2,1,1,Yes,7894.45,8663.47,N
POL127755,PA,800,779.55,41,OTHER,Masters,Sales,movies,2024-10-05,Vehicle Theft,Front,Major Damage,Police,PA,New Tammie,14,1,4,5,No,6990.8,9544.7,N
POL118199,NY,500,685.39,58,FEMALE,PhD,Lawyer,paintball,2024-12-11,Single Vehicle Collision,Side,Major Damage,Ambulance,CA,Lake Tammy,1,3,2,0,No,14104.65,23100.91,N
POL105719,GA,600,1280.57,34,MALE,Masters,Manager,chess,2024-11-27,Parked Car,Front,Minor Damage,Fire,NY,Lake Johnhaven,19,2,0,5,Yes,16152.04,23082.29,Y
POL122955,TX,200,1270.15,53,OTHER,High School,Engineer,yachting,2024-02-16,Vehicle Theft,Front,Major Damage,Fire,NC,Patrickborough,17,4,0,4,Yes,27565.52,24954.56,N
POL127650,MI,500,1084.83,67,MALE,High School,Engineer,hiking,2025-01-10,Multi-vehicle Collision,Unknown,Major Damage,,OH,Lake Andrew,20,1,0,3,Yes,2278.29,2477.42,N
POL103525,NY,1000,694.38,20,MALE,College,Doctor,camping,2024-07-17,Single Vehicle Collision,Unknown,Major Damage,Police,TX,Alisonville,19,2,2,2,No,3828.01,3540.78,N
POL129521,GA,200,1151.75,31,FEMALE,PhD,Manager,chess,2024-10-16,Vehicle Theft,Front,Major Damage,,FL,Patriciastad,11,2,2,3,No,4621.2,4047.07,Y
POL100174,GA,500,671.0,68,FEMALE,High School,Manager,camping,2024-09-29,Parked Car,Unknown,Major Damage,Fire,IL,Johnsonhaven,7,3,3,0,Yes,22343.46,19399.12,N
POL127484,NY,800,641.57,73,FEMALE,High School,Doctor,movies,2024-03-30,Vehicle Theft,Rear,Major Damage,Fire,IL,East Alisha,10,4,4,0,No,6787.56,11049.93,N
POL123948,OH,800,1366.77,59,FEMALE,High School,Lawyer,yachting,2025-05-12,Vehicle Theft,Side,Total Loss,,IL,Greerport,18,2,1,2,No,11905.55,10438.12,N
POL112804,GA,600,890.78,53,MALE,PhD,Manager,movies,2025-08-23,Multi-vehicle Collision,Unknown,Minor Damage,,MI,Port Dennisview,1,3,3,3,Yes,26444.12,23414.68,Y
POL109233,NC,400,1312.25,47,FEMALE,High School,Engineer,chess,2024-12-15,Multi-vehicle Collision,Unknown,Total Loss,Ambulance,NY,West Hannah,18,1,1,5,No,7279.68,6720.21,N
POL103128,OH,1000,799.12,40,FEMALE,College,Doctor,chess,2024-10-29,Single Vehicle Collision,Unknown,Minor Damage,Police,OH,Amandabury,22,1,3,1,Yes,14547.79,20474.56,N
POL110397,OH,700,1364.88,73,MALE,College,Engineer,hiking,2023-11-16,Parked Car,Unknown,Major Damage,Ambulance,PA,Katieview,12,1,4,2,Yes,10871.8,9786.86,Y
POL114993,IL,400,1113.32,42,MALE,College,Manager,chess,2024-05-19,Multi-vehicle Collision,Unknown,Minor Damage,Fire,OH,North Maria,6,4,2,5,No,9419.89,13784.5,N
POL108977,IL,800,762.39,37,FEMALE,Masters,Lawyer,chess,2024-02-04,Parked Car,Unknown,Major Damage,Police,FL,Taylorbury,21,4,0,3,No,7728.09,7266.35,N
POL116494,GA,200,1129.68,66,MALE,PhD,Sales,paintball,2025-02-05,Single Vehicle Collision,Rear,Total Loss,Ambulance,TX,North Christophertown,4,3,1,2,No,24207.3,20588.88,Y
POL120671,OH,500,1065.53,59,OTHER,High School,Lawyer,reading,2024-01-14,Single Vehicle Collision,Rear,Total Loss,Ambulance,NY,East Kathleenberg,4,2,4,3,No,8002.94,7720.74,N
POL110653,TX,200,634.93,29,FEMALE,High School,Teacher,reading,2025-07-27,Vehicle Theft,Front,Minor Damage,Ambulance,GA,South Shane,12,2,2,4,Yes,9251.34,9612.14,N
POL112730,FL,600,1487.99,39,MALE,High School,Teacher,camping,2023-12-12,Multi-vehicle Collision,Front,Total Loss,Police,NC,Fosterburgh,4,2,4,5,No,7761.99,10430.09,N
POL100716,NC,500,605.95,64,MALE,High School,Engineer,camping,2024-03-02,Multi-vehicle Collision,Unknown,Minor Damage,Police,CA,Heathershire,3,3,2,5,Yes,16591.5,17585.29,N
POL127833,MI,200,1186.02,18,MALE,Masters,Sales,reading,2025-05-17,Single Vehicle Collision,Unknown,Major Damage,Police,PA,Ellisville,12,2,4,1,Yes,9978.18,10194.56,Y
POL123442,IL,700,1299.27,58,OTHER,College,Doctor,movies,2024-07-23,Multi-vehicle Collision,Rear,Minor Damage,,GA,Burtonchester,7,1,0,5,No,6248.31,9014.45,N
POL103049,GA,500,649.78,63,MALE,High School,Teacher,chess,2025-10-02,Vehicle Theft,Unknown,Major Damage,Police,IL,Port Anthonyview,16,4,0,2,Yes,9354.72,18269.51,N
POL104439,PA,700,615.61,21,OTHER,High School,Teacher,yachting,2024-09-03,Single Vehicle Collision,Front,Minor Damage,,OH,Sandraport,12,4,2,3,Yes,2250.76,2177.96,Y
POL102115,OH,200,1374.82,18,OTHER,Masters,Lawyer,chess,2025-09-27,Single Vehicle Collision,Rear,Total Loss,Police,FL,Christinaside,5,1,0,0,No,1153.74,1394.79,Y
POL104754,IL,700,741.14,21,FEMALE,College,Clerk,reading,2025-08-31,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,MI,New Johntown,23,4,0,3,Yes,14714.88,13868.04,N
POL121099,MI,1000,951.38,48,OTHER,Masters,Sales,movies,2025-08-10,Vehicle Theft,Rear,Total Loss,Fire,IL,Jamesfurt,6,2,3,4,Yes,16526.36,20502.96,N
POL102496,IL,300,1323.83,50,OTHER,Masters,Technician,yachting,2024-08-19,Vehicle Theft,Rear,Minor Damage,Fire,IL,South Daniel,12,1,2,5,Yes,6617.71,8770.67,N
POL105741,PA,500,1335.31,39,FEMALE,Masters,Lawyer,paintball,2025-09-01,Parked Car,Rear,Total Loss,Ambulance,NY,Bethfurt,10,3,4,4,Yes,20942.84,23797.82,N
POL104449,PA,400,779.76,36,FEMALE,PhD,Manager,paintball,2024-10-15,Parked Car,Rear,Major Damage,Fire,CA,South David,1,1,0,0,Yes,10702.61,13945.37,Y
POL116535,OH,400,672.58,35,OTHER,Masters,Technician,yachting,2024-02-02,Parked Car,Front,Total Loss,Ambulance,IL,Phillipsborough,15,2,0,3,Yes,9116.27,9035.06,N
POL122843,GA,1000,1162.35,49,FEMALE,Masters,Sales,chess,2024-08-29,Parked Car,Rear,Total Loss,Ambulance,OH,Debrafurt,3,3,2,4,No,4098.06,5563.55,N
POL125825,TX,800,907.47,41,OTHER,Masters,Teacher,reading,2024-08-13,Parked Car,Front,Total Loss,Fire,CA,Moorefort,15,2,1,4,No,9672.66,8862.78,N
POL115804,MI,800,694.63,66,OTHER,Masters,Lawyer,reading,2024-02-19,Parked Car,Front,Major Damage,Fire,IL,East Ricardoview,14,3,0,4,Yes,23455.16,20738.72,N
POL115667,MI,700,1122.52,38,OTHER,Masters,Clerk,reading,2025-02-05,Multi-vehicle Collision,Front,Minor Damage,Ambulance,IL,West Melissaview,21,4,1,3,Yes,14312.49,13602.87,N
POL105280,OH,700,1468.01,63,FEMALE,PhD,Clerk,camping,2025-05-30,Multi-vehicle Collision,Side,Major Damage,Ambulance,NY,South Bradley,9,3,4,0,No,15159.07,15864.33,N
POL107610,IL,1000,921.11,40,MALE,Masters,Clerk,reading,2024-01-08,Vehicle Theft,Side,Minor Damage,Police,MI,Donaldsonfurt,17,1,1,4,Yes,20519.5,21431.36,N
POL126722,MI,700,899.29,30,OTHER,Masters,Manager,movies,2025-05-13,Vehicle Theft,Side,Total Loss,Police,OH,Kimberlyview,18,4,2,0,Yes,12583.36,11956.64,N
POL120064,NY,1000,1479.8,46,FEMALE,PhD,Lawyer,reading,2024-10-09,Parked Car,Rear,Major Damage,Fire,NY,East Cheryl,7,2,3,1,No,2695.69,2398.09,N
POL128210,IL,1000,1381.63,55,OTHER,PhD,Doctor,chess,2023-12-15,Multi-vehicle Collision,Unknown,Major Damage,Fire,OH,West Amyport,14,4,0,3,Yes,3422.16,4835.92,N
POL118198,GA,700,1212.03,46,OTHER,High School,Technician,paintball,2024-01-16,Multi-vehicle Collision,Rear,Major Damage,Police,CA,New Erinville,15,2,0,3,No,13391.89,13939.42,N
POL115541,TX,700,1216.73,42,FEMALE,Masters,Engineer,reading,2025-03-06,Multi-vehicle Collision,Rear,Minor Damage,Fire,TX,Mooreside,1,2,1,1,Yes,4303.86,7481.48,Y
POL117680,IL,600,1159.5,23,FEMALE,Masters,Engineer,yachting,2024-09-09,Parked Car,Side,Major Damage,,IL,South Morganview,4,2,0,3,Yes,12270.52,11562.25,N
POL126583,MI,600,1125.55,58,MALE,Masters,Teacher,camping,2025-05-13,Vehicle Theft,Side,Minor Damage,Ambulance,PA,Michaelview,1,3,0,3,No,3216.48,3935.59,Y
POL102366,GA,200,745.5,49,OTHER,Masters,Doctor,yachting,2024-07-20,Multi-vehicle Collision,Side,Minor Damage,,CA,West Tammyburgh,19,2,1,5,No,7884.03,7730.89,Y
POL101377,GA,500,1088.06,63,MALE,High School,Technician,movies,2025-01-10,Parked Car,Front,Total Loss,,NY,Millerbury,9,2,0,3,Yes,7757.36,15395.82,N
POL106897,CA,1000,848.21,54,FEMALE,Masters,Manager,paintball,2024-04-27,Parked Car,Unknown,Total Loss,Fire,NC,West Darrell,19,1,1,0,No,737.13,830.02,Y
POL118323,NY,800,1106.42,27,MALE,College,Teacher,camping,2024-03-04,Multi-vehicle Collision,Front,Major Damage,Ambulance,CA,Henryport,22,2,1,3,No,8354.75,9433.8,N
POL120917,TX,300,747.76,52,OTHER,PhD,Doctor,paintball,2024-03-17,Single Vehicle Collision,Front,Minor Damage,Fire,PA,Melanieville,11,1,4,1,Yes,13307.03,21247.3,Y
POL125026,PA,500,874.71,43,MALE,High School,Manager,yachting,2025-04-27,Parked Car,Rear,Total Loss,,NC,Edwardburgh,22,3,1,2,No,18103.98,19491.86,Y
POL118369,NC,300,1316.87,65,FEMALE,High School,Doctor,camping,2025-06-19,Single Vehicle Collision,Rear,Minor Damage,Ambulance,CA,West Elizabeth,17,2,0,1,No,14154.46,18205.03,N
POL124693,GA,800,1015.13,56,MALE,College,Teacher,reading,2025-07-09,Multi-vehicle Collision,Side,Total Loss,,MI,New William,19,1,2,5,No,21673.27,21051.72,N
POL120325,TX,1000,656.58,18,FEMALE,PhD,Doctor,chess,2024-09-20,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,NY,Williamsville,22,4,4,3,Yes,9265.27,14431.18,N
POL116979,OH,600,1379.61,26,OTHER,College,Lawyer,yachting,2024-01-05,Single Vehicle Collision,Unknown,Total Loss,Police,FL,South Heatherbury,18,3,3,4,No,12803.26,19772.96,N
POL115150,NC,500,1461.37,49,OTHER,Masters,Doctor,camping,2024-02-17,Single Vehicle Collision,Front,Minor Damage,Police,MI,Thomasburgh,18,2,1,0,No,1156.44,1238.53,N
POL110375,PA,1000,1331.42,56,OTHER,Masters,Engineer,movies,2024-05-04,Parked Car,Unknown,Total Loss,,MI,West John,2,1,1,3,No,17211.8,15747.39,N
POL106452,CA,200,1198.59,25,MALE,College,Doctor,chess,2024-12-17,Single Vehicle Collision,Unknown,Major Damage,,GA,New Kristy,13,1,4,0,No,8406.89,14039.4,N
POL102750,FL,300,947.7,67,FEMALE,College,Lawyer,paintball,2025-08-05,Multi-vehicle Collision,Rear,Total Loss,,IL,North Ginaview,9,1,3,3,No,14825.45,13303.43,Y
POL114724,NC,700,1400.37,33,OTHER,College,Lawyer,paintball,2024-08-15,Multi-vehicle Collision,Unknown,Minor Damage,Fire,CA,Fostermouth,7,1,3,0,No,11016.95,10971.88,N
POL106450,PA,800,1358.87,44,OTHER,PhD,Manager,yachting,2024-05-17,Multi-vehicle Collision,Front,Total Loss,Fire,CA,Aliciamouth,17,2,0,0,Yes,4611.34,6312.39,Y
POL108568,NY,300,983.77,66,OTHER,High School,Engineer,chess,2023-12-08,Vehicle Theft,Rear,Minor Damage,Fire,GA,Lake Angela,22,1,1,4,No,12228.0,19302.79,N
POL110278,MI,300,758.99,35,FEMALE,College,Lawyer,camping,2025-01-18,Vehicle Theft,Side,Total Loss,Police,GA,South Craig,9,3,3,3,Yes,8246.11,12440.13,N
POL106845,TX,500,1463.72,62,FEMALE,College,Teacher,hiking,2025-07-20,Parked Car,Unknown,Major Damage,Ambulance,PA,Lake Rodney,23,3,3,5,No,2369.06,4369.41,Y
POL121783,NY,1000,1165.55,36,MALE,College,Sales,paintball,2024-10-10,Single Vehicle Collision,Side,Total Loss,,MI,New Nicholas,5,4,4,1,Yes,10549.51,9043.35,Y
POL111819,OH,700,904.91,60,FEMALE,PhD,Clerk,chess,2025-02-13,Multi-vehicle Collision,Front,Total Loss,,PA,Lake Richardborough,16,4,1,2,Yes,25746.85,22070.39,N
POL116905,FL,600,966.17,68,OTHER,College,Doctor,reading,2025-02-03,Parked Car,Rear,Minor Damage,Ambulance,PA,West Jessica,7,1,1,3,No,9516.79,13602.67,N
POL118557,NY,800,785.87,46,MALE,College,Manager,movies,2025-02-09,Vehicle Theft,Side,Major Damage,Fire,FL,Amyville,9,4,3,0,Yes,21535.63,18150.39,N
POL126171,PA,700,1256.81,65,FEMALE,PhD,Engineer,paintball,2025-05-21,Multi-vehicle Collision,Unknown,Minor Damage,Police,NC,Ramirezburgh,2,1,0,1,Yes,4295.97,6357.92,N
POL122648,OH,400,1117.66,21,OTHER,High School,Sales,camping,2025-10-14,Multi-vehicle Collision,Side,Major Damage,Ambulance,IL,Jerryberg,21,4,1,0,Yes,26092.45,23989.36,Y
POL118608,GA,400,1056.51,34,MALE,Masters,Sales,chess,2024-02-19,Multi-vehicle Collision,Front,Major Damage,Police,MI,North Amber,11,4,3,4,Yes,4716.37,5117.84,N
POL109215,NY,400,1129.55,52,MALE,College,Engineer,chess,2024-03-30,Multi-vehicle Collision,Side,Minor Damage,,NC,Acostabury,19,2,0,5,No,5917.92,10151.82,N
POL102446,GA,200,1465.89,58,FEMALE,PhD,Teacher,reading,2025-09-27,Single Vehicle Collision,Unknown,Major Damage,,MI,Johnmouth,5,1,1,0,No,7922.17,12999.38,N
POL125236,TX,600,1495.18,62,MALE,PhD,Manager,paintball,2024-09-26,Multi-vehicle Collision,Front,Minor Damage,,FL,Mcbrideburgh,19,3,3,5,No,13686.01,17746.5,N
POL121106,IL,600,1188.88,65,MALE,College,Manager,reading,2023-11-11,Vehicle Theft,Rear,Total Loss,Ambulance,IL,Markmouth,4,2,3,2,Yes,14161.65,12329.4,N
POL123084,NC,1000,978.71,18,FEMALE,PhD,Engineer,chess,2025-04-13,Multi-vehicle Collision,Rear,Total Loss,Ambulance,MI,Pamelaside,3,2,3,5,Yes,3214.49,5108.9,N
POL109919,CA,600,1062.72,52,OTHER,High School,Technician,yachting,2024-12-24,Vehicle Theft,Front,Minor Damage,Fire,NY,Leemouth,4,3,1,5,Yes,7297.44,8853.58,N
POL116868,OH,400,983.17,23,OTHER,College,Lawyer,camping,2023-11-19,Vehicle Theft,Rear,Major Damage,Ambulance,NY,South Andrewhaven,20,2,3,2,No,27002.15,23942.81,Y
POL116878,PA,400,763.9,52,MALE,College,Engineer,chess,2024-07-29,Multi-vehicle Collision,Unknown,Total Loss,,GA,North Jennifer,18,1,0,2,No,10624.74,17066.95,N
POL105191,OH,1000,1272.92,25,OTHER,High School,Lawyer,movies,2024-12-30,Multi-vehicle Collision,Front,Major Damage,Ambulance,PA,Jenkinsshire,22,4,2,1,No,4375.87,4586.24,Y
POL116060,MI,400,1326.52,33,MALE,College,Doctor,camping,2024-06-24,Multi-vehicle Collision,Rear,Major Damage,Fire,PA,South Jason,15,4,1,0,Yes,384.7,600.18,N
POL118129,GA,400,1194.86,23,OTHER,PhD,Teacher,movies,2025-07-17,Vehicle Theft,Unknown,Total Loss,,CA,Nathanburgh,14,3,1,5,No,22561.0,19046.4,N
POL114479,PA,500,839.41,29,FEMALE,PhD,Engineer,hiking,2024-12-29,Vehicle Theft,Rear,Total Loss,Ambulance,MI,Martinezshire,20,4,1,0,No,9542.77,12554.85,Y
POL118659,IL,400,621.95,61,FEMALE,PhD,Sales,chess,2024-07-19,Single Vehicle Collision,Side,Total Loss,Fire,GA,East Hannah,21,4,1,2,Yes,7026.6,12913.63,N
POL116723,OH,600,1127.28,18,OTHER,PhD,Lawyer,hiking,2025-05-26,Multi-vehicle Collision,Front,Minor Damage,,CA,North Gloria,8,1,4,5,Yes,24035.3,20146.75,Y
POL110038,GA,1000,1084.11,47,OTHER,College,Clerk,chess,2024-09-04,Multi-vehicle Collision,Side,Total Loss,,NC,South Craig,19,1,0,5,Yes,5568.97,8100.21,N
POL112664,PA,400,796.58,69,OTHER,Masters,Manager,reading,2024-05-23,Single Vehicle Collision,Unknown,Major Damage,Ambulance,NC,West Thomasmouth,21,1,1,0,Yes,9419.9,8783.69,N
POL117815,PA,400,1143.89,65,OTHER,College,Doctor,chess,2025-02-06,Vehicle Theft,Unknown,Minor Damage,Police,NC,Port Shelby,19,4,3,4,Yes,9161.55,7958.33,N
POL105060,CA,300,1201.76,42,MALE,PhD,Manager,camping,2024-06-17,Single Vehicle Collision,Front,Major Damage,,FL,East Danielmouth,6,4,4,1,No,12976.87,20070.58,N
POL103306,MI,300,698.65,60,FEMALE,College,Manager,movies,2025-01-22,Vehicle Theft,Unknown,Total Loss,,GA,Lake Johnfort,20,1,1,4,No,17773.83,18542.78,Y
POL117404,CA,700,1389.69,42,FEMALE,Masters,Engineer,chess,2024-10-01,Multi-vehicle Collision,Rear,Total Loss,,TX,New William,17,4,2,3,Yes,12187.03,11580.86,Y
POL126487,TX,300,924.71,59,MALE,Masters,Sales,chess,2025-02-19,Parked Car,Rear,Total Loss,Fire,NC,Brownstad,1,4,4,3,No,6657.86,12212.92,N
POL126582,CA,300,1212.6,48,OTHER,Masters,Technician,yachting,2024-12-27,Multi-vehicle Collision,Side,Total Loss,Ambulance,OH,Lake Gabriel,7,2,4,1,Yes,17646.37,15840.99,N
POL106481,OH,700,642.52,39,OTHER,College,Doctor,paintball,2025-07-21,Parked Car,Unknown,Minor Damage,Police,NY,Theresabury,13,4,0,3,Yes,6000.95,7296.01,N
POL110802,TX,400,853.68,37,FEMALE,PhD,Teacher,camping,2024-08-18,Multi-vehicle Collision,Rear,Major Damage,Fire,NY,Port Shelby,16,3,2,5,Yes,12761.04,12524.66,Y
POL119173,FL,200,1299.35,49,OTHER,High School,Clerk,movies,2025-01-01,Vehicle Theft,Unknown,Major Damage,,PA,Loganton,15,1,0,5,Yes,2180.43,4339.45,N
POL107659,NC,700,749.06,66,FEMALE,High School,Technician,reading,2025-02-15,Single Vehicle Collision,Side,Minor Damage,Fire,NY,Mollyview,16,1,2,1,Yes,1690.41,3252.91,N
POL105396,NC,400,984.9,50,OTHER,PhD,Doctor,chess,2025-04-25,Multi-vehicle Collision,Rear,Major Damage,Ambulance,PA,Michaelport,8,3,0,0,Yes,26142.21,22637.0,N
POL108062,FL,200,918.37,27,FEMALE,College,Engineer,yachting,2023-12-25,Parked Car,Unknown,Total Loss,,PA,Port Meghanchester,20,3,1,4,Yes,11046.03,11595.02,Y
POL112870,OH,800,1271.73,53,MALE,High School,Technician,chess,2024-07-29,Vehicle Theft,Side,Minor Damage,Ambulance,IL,Whitebury,11,3,4,5,Yes,9839.49,14069.98,N
POL129225,GA,200,1454.25,72,OTHER,PhD,Clerk,movies,2025-09-07,Single Vehicle Collision,Rear,Minor Damage,,PA,Patelport,4,2,0,2,Yes,10435.89,9030.06,Y
POL123393,NY,500,1055.74,24,OTHER,High School,Clerk,reading,2025-01-15,Parked Car,Side,Total Loss,Fire,IL,Cynthiaborough,9,1,2,4,Yes,18642.07,18232.38,Y
POL118519,FL,300,1295.22,66,OTHER,High School,Clerk,movies,2024-05-28,Vehicle Theft,Front,Major Damage,Police,OH,Jenkinsberg,8,2,1,5,Yes,17914.97,16949.02,N
POL104848,MI,500,1329.64,30,FEMALE,PhD,Technician,paintball,2024-06-15,Parked Car,Rear,Major Damage,Police,TX,New Randallmouth,9,4,3,0,No,9317.38,8221.97,N
POL106561,GA,400,1017.28,27,OTHER,Masters,Lawyer,chess,2024-01-04,Single Vehicle Collision,Side,Total Loss,Police,CA,Roseside,5,4,0,5,No,616.38,831.91,N
POL101183,CA,200,777.23,57,MALE,High School,Manager,yachting,2025-05-01,Single Vehicle Collision,Side,Minor Damage,Fire,FL,Vickiville,9,1,1,1,No,20026.9,21367.23,N
POL102600,CA,700,1143.57,53,FEMALE,Masters,Clerk,movies,2024-12-11,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,OH,West Michael,21,3,0,1,Yes,2937.71,4888.5,N
POL124792,NC,600,1075.12,19,OTHER,High School,Engineer,camping,2024-03-30,Single Vehicle Collision,Front,Total Loss,,PA,Martinezmouth,3,1,4,0,Yes,15793.45,24876.35,Y
POL110218,GA,400,1327.49,54,MALE,High School,Clerk,reading,2024-10-26,Parked Car,Unknown,Minor Damage,Fire,IL,Fritzton,8,4,2,5,No,10809.58,17509.16,N
POL126490,TX,500,1314.41,34,MALE,High School,Doctor,camping,2025-01-22,Parked Car,Unknown,Total Loss,Ambulance,NY,East Denise,17,4,0,1,No,23754.29,22753.37,N
POL125052,IL,500,1368.84,25,FEMALE,High School,Doctor,paintball,2024-05-08,Single Vehicle Collision,Rear,Minor Damage,Ambulance,FL,Houseshire,9,2,4,1,Yes,13253.29,14101.03,N
POL117071,TX,200,1091.43,30,OTHER,PhD,Technician,camping,2024-08-27,Parked Car,Side,Minor Damage,Police,FL,South Tyler,11,3,0,4,Yes,24929.36,21467.88,N
POL102570,CA,500,1110.89,34,MALE,Masters,Teacher,yachting,2025-08-24,Multi-vehicle Collision,Side,Minor Damage,Police,FL,Lake Georgeport,7,3,4,1,No,2287.15,2331.96,Y
POL104285,GA,300,1475.88,37,FEMALE,Masters,Engineer,movies,2024-01-27,Single Vehicle Collision,Unknown,Major Damage,Fire,GA,Lake Samanthaland,22,1,1,2,No,12989.1,20015.91,N
POL109070,IL,600,878.15,29,OTHER,Masters,Teacher,chess,2024-04-18,Multi-vehicle Collision,Front,Total Loss,Police,CA,East Julia,9,4,0,3,No,9124.15,15336.93,N
POL118170,CA,500,815.45,20,OTHER,Masters,Technician,movies,2023-12-11,Vehicle Theft,Unknown,Major Damage,,GA,Shaunville,4,1,2,4,No,3055.31,3198.79,N
POL106516,PA,1000,866.56,26,OTHER,PhD,Sales,paintball,2024-08-08,Parked Car,Front,Total Loss,Fire,IL,Mendozaville,2,1,1,1,Yes,4430.82,3859.44,N
POL117935,OH,600,668.81,52,FEMALE,PhD,Teacher,reading,2024-08-16,Multi-vehicle Collision,Front,Minor Damage,Fire,CA,South Lauren,9,4,2,0,Yes,2541.57,3615.02,Y
POL113353,MI,600,919.36,28,MALE,PhD,Sales,camping,2024-09-22,Multi-vehicle Collision,Rear,Total Loss,Fire,TX,South Daniel,4,3,2,2,Yes,7831.89,15447.16,N
POL128037,PA,400,1078.66,28,MALE,PhD,Technician,camping,2024-05-30,Vehicle Theft,Side,Total Loss,Ambulance,PA,West Leslie,0,2,0,5,Yes,1241.78,2382.33,N
POL128215,NY,400,1405.49,67,OTHER,High School,Teacher,camping,2025-06-09,Single Vehicle Collision,Rear,Minor Damage,Fire,NC,North Kimshire,0,2,3,0,Yes,17513.02,15924.61,N
POL113133,NC,800,1138.07,21,MALE,PhD,Sales,chess,2024-12-30,Multi-vehicle Collision,Front,Total Loss,Ambulance,NY,Zacharymouth,21,4,0,1,No,20292.08,24381.71,Y
POL117523,TX,200,1146.47,41,MALE,College,Engineer,chess,2025-07-21,Parked Car,Side,Major Damage,Ambulance,PA,North Kathyberg,2,3,2,5,No,8295.37,8880.05,N
POL105722,MI,700,1050.3,60,FEMALE,High School,Doctor,camping,2025-05-19,Single Vehicle Collision,Unknown,Total Loss,Police,FL,Lake Brendan,11,4,1,3,Yes,7543.05,8929.24,N
POL120555,PA,600,999.72,32,OTHER,PhD,Sales,movies,2025-04-17,Parked Car,Side,Total Loss,Ambulance,CA,Kimberlyside,12,3,1,1,Yes,15282.25,15046.02,N
POL101846,OH,1000,826.78,59,OTHER,PhD,Doctor,yachting,2024-09-12,Parked Car,Front,Minor Damage,Police,CA,Port Richardside,18,1,0,2,Yes,24139.44,24685.1,N
POL102295,NY,600,721.34,71,MALE,PhD,Doctor,reading,2024-01-15,Vehicle Theft,Front,Minor Damage,Ambulance,IL,New John,14,3,4,0,Yes,10584.98,12174.9,N
POL125870,NY,600,717.4,65,FEMALE,PhD,Doctor,hiking,2025-10-14,Vehicle Theft,Front,Total Loss,Ambulance,IL,Cunninghamville,16,1,0,4,No,7295.06,12300.98,N
POL104384,OH,800,1116.86,58,MALE,Masters,Doctor,chess,2023-11-24,Multi-vehicle Collision,Side,Major Damage,,NY,Brownfurt,21,3,2,0,No,11570.04,15156.2,N
POL102111,FL,800,1107.73,71,FEMALE,High School,Technician,chess,2025-04-18,Single Vehicle Collision,Side,Total Loss,Fire,FL,Fosterburgh,9,2,0,0,No,23305.61,21949.97,Y
POL116582,NY,700,1033.47,66,OTHER,High School,Technician,movies,2025-01-13,Parked Car,Unknown,Major Damage,Ambulance,GA,Stephenton,12,4,3,1,No,14242.77,22944.37,N
POL114387,TX,700,1420.82,19,OTHER,College,Doctor,paintball,2024-03-22,Multi-vehicle Collision,Rear,Major Damage,Fire,IL,North Jasmineport,7,4,1,1,No,7828.9,7634.53,Y
POL121373,PA,400,1322.21,50,MALE,High School,Manager,hiking,2023-12-23,Single Vehicle Collision,Rear,Minor Damage,,NC,Munozberg,4,2,2,4,Yes,16468.04,21990.63,N
POL113849,OH,1000,1207.23,38,FEMALE,PhD,Technician,chess,2023-12-25,Single Vehicle Collision,Unknown,Major Damage,Police,IL,Robinton,4,4,4,5,Yes,17065.9,22637.07,N
POL123317,NC,700,619.72,22,FEMALE,High School,Teacher,hiking,2024-02-18,Single Vehicle Collision,Front,Minor Damage,Fire,NY,Lake Angelaton,6,1,0,5,Yes,9025.23,11052.83,N
